,host_name,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,license,instant_bookable,first_review,last_review,host_response_rate,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2607,Ciara,2015-02-28,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Lockleaze,Private room in bed and breakfast,Private room,1 shared bath,"[""Oven"", ""Books and reading material"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Indoor fireplace"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Shampoo"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Clothing storage"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Board games"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-04,2024-09-15,,,21.2,51.48413,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2608,Juan,2014-10-07,"McLean, VA",within an hour,f,Northeast Washington,"['email', 'phone']",t,t,No specified,Central,Private room in rental unit,Private room,1 bath,"[""Hot water"", ""Bed linens"", ""Gym"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Lock on bedroom door"", ""First aid kit"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dryer"", ""Air conditioning"", ""Wifi"", ""Fire extinguisher"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2609,Carly,2015-12-07,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,No specified,Westbury-on-Trym & Henleaze,Entire home,Entire home/apt,1 bath,"[""Dishwasher"", ""Room-darkening shades"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Housekeeping - available at extra cost"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Toaster"", ""Cooking basics"", ""Single oven"", ""Luggage dropoff allowed"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Clothing storage"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Electric stove"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-10,2024-09-13,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2610,Sandy,2016-09-13,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,No specified,Hillfields,Entire cabin,Entire home/apt,1 bath,"[""Induction stove"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Room-darkening shades"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""TV"", ""Mini fridge"", ""Lockbox"", ""Free street parking"", ""Toaster"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-15,2024-09-22,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2611,Oluwatosin,2023-04-29,"Basingstoke, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,f,No specified,St George West,Private room in rental unit,Private room,1 private bath,"[""Dishwasher"", ""Freezer"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Bathtub"", ""First aid kit"", ""Extra pillows and blankets"", ""Coffee"", ""Clothing storage"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-03,2024-09-08,,,21.2,51.5,-2.54404,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2612,Stian,2016-03-19,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,No specified,Filwood,Private room in home,Private room,1 shared bath,"[""Kitchen"", ""Free parking on premises"", ""Washer"", ""Wifi"", ""First aid kit"", ""Outdoor dining area"", ""Host greets you"", ""Carbon monoxide alarm"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,2024-09-07,2024-09-21,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,4.0,,,,,,,,4.0
2613,Sammy,2016-11-18,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone', 'work_email']",t,t,No specified,Clifton Down,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Dining table"", ""Room-darkening shades"", ""Stove"", ""Wine glasses"", ""Coffee maker"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Cooking basics"", ""First aid kit"", ""Host greets you"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Clothing storage"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,6.0,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2614,Francis,2015-03-31,"England, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Ashley,Entire rental unit,Entire home/apt,1 bath,"[""Books and reading material"", ""Dining table"", ""Sound system with Bluetooth and aux"", ""Wine glasses"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Garden view"", ""Refrigerator"", ""Washer"", ""TV"", ""Blender"", ""Smoke alarm"", ""Record player"", ""Iron"", ""Lockbox"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Central heating"", ""Self check-in"", ""Wifi"", ""Stainless steel single oven"", ""Hot water kettle"", ""Dishes and silverware""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2615,Nectaria,2015-08-02,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Southmead,Private room in home,Private room,2 shared baths,"[""Smoking allowed"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Hair dryer"", ""Outdoor furniture"", ""Hammock"", ""Washer"", ""Drying rack for clothing"", ""Smoke alarm"", ""Fire pit"", ""Iron"", ""Lock on bedroom door"", ""Lockbox"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-08,2024-09-12,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2616,Amarachi,2018-09-06,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Hengrove & Whitchurch Park,Private room in condo,Private room,1 private bath,"[""Room-darkening shades"", ""Hot water"", ""Bed linens"", ""Hair dryer"", ""Washer"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Clothing storage"", ""Central heating"", ""Free parking on premises"", ""Hangers"", ""Radiant heating"", ""Wifi"", ""Body soap"", ""Coffee""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-10,2024-09-19,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,5.0,,,,,,,,5.0
2617,Margaret,2018-04-15,No location,within a few hours,f,Not specified,"['email', 'phone']",t,t,No specified,Ashley,Entire rental unit,Entire home/apt,0 baths,"[""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Phillips/Cambidge Audio/Mini Rog sound system with Bluetooth and aux"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""42 inch HDTV with Amazon Prime Video, Netflix, DVD player"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Single level home"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Record player"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Coffee"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Self check-in"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2618,Angela,2016-12-08,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Hengrove & Whitchurch Park,Private room in home,Private room,1 bath,"[""Kitchen"", ""Free parking on premises"", ""Washer"", ""TV"", ""First aid kit"", ""Wifi"", ""Outdoor dining area"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Smoke alarm"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2619,Elspeth,2015-08-05,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Redland,Entire rental unit,Entire home/apt,2 baths,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""First aid kit"", ""TV with Netflix, premium cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Central heating"", ""Board games"", ""High chair - available upon request"", ""Wifi"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-08,2024-09-15,,,21.2,51.5,-2.5,6.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
2620,Travelnest,2022-01-05,No location,within an hour,f,Quaid Block,"['email', 'phone']",t,t,No specified,Easton,Entire home,Entire home/apt,1 bath,"[""Oven"", ""Stove"", ""Freezer"", ""Bed linens"", ""Kitchen"", ""Shampoo"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Toaster"", ""Carbon monoxide alarm"", ""Private entrance"", ""Backyard"", ""Free parking on premises"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.55844,7.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2621,Dione,2017-08-08,United Kingdom,within a few hours,f,Not specified,"['email', 'phone']",t,f,No specified,Knowle,Private room in home,Private room,1 shared bath,"[""Kitchen"", ""Free parking on premises"", ""Washer"", ""TV"", ""First aid kit"", ""Wifi"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Smoke alarm""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-13,2024-09-13,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2622,Alison,2019-01-08,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,f,No specified,Stoke Bishop,Entire home,Entire home/apt,1 bath,"[""Oven"", ""Books and reading material"", ""Dining table"", ""Laundromat nearby"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Patio or balcony"", ""Smoke alarm"", ""Body soap"", ""Piano"", ""Iron"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Children\u2019s books and toys"", ""First aid kit"", ""Extra pillows and blankets"", ""Host greets you"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Clothing storage"", ""Backyard"", ""Crib"", ""Cleaning products"", ""Board games"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""High chair"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.48976,-2.5,5.9,1.0,3.0,3.0,6.0,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2623,Tiffany,2016-09-22,"Woollahra, Australia",within an hour,t,Not specified,"['email', 'phone']",t,t,No specified,Clifton,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Clothing storage: wardrobe"", ""Dining table"", ""Dishwasher"", ""Room-darkening shades"", ""Portable fans"", ""Freezer"", ""Stove"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Hangers"", ""Radiant heating"", ""Wifi"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2624,Carolina,2014-01-17,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,No specified,Easton,Private room in home,Private room,1 shared bath,"[""Smoke alarm"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Kitchen""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2024-09-18,2024-09-18,,,21.2,51.5,-2.5557,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2625,Besmir,2024-07-19,No location,within an hour,f,Not specified,['phone'],f,f,No specified,Filwood,Entire rental unit,Entire home/apt,1 bath,"[""Clothing storage: wardrobe"", ""Outdoor shower"", ""Dining table"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""55 inch HDTV with premium cable"", ""Trash compactor"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Drying rack for clothing"", ""Safe"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Bosch  stainless steel single oven"", ""Lockbox"", ""Housekeeping available 3 days a week - included with your stay"", ""Free street parking"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Bosch stainless steel electric stove"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Private entrance"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Self check-in"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Clamp on table seat high chair - always at the listing"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
2626,Patrycja,2015-05-07,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,No specified,Central,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning available during stay"", ""Oven"", ""Books and reading material"", ""Dining table"", ""Laundromat nearby"", ""Room-darkening shades"", ""Portable fans"", ""Freezer"", ""Stove"", ""Hot water"", ""Hot water kettle"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""TV with standard cable"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Dryer"", ""Crib"", ""Board games"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,t,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
